SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftLetters	rightLetters	leftColors	rightColors	trainLength	TOA	Mask	SOA	Blocked
11	24-Oct-14	1	Red	e	0	4.1973	M	V	M	V	r	b	1	2006	1	3	1
11	24-Oct-14	2	Red	s	1	0.6465	S	X	S	X	r	b	1	2006	1	3	1
11	24-Oct-14	3	Red	w	0	1.8035	F	K	F	K	b	r	1	646	1	3	1
11	24-Oct-14	4	Red	e	1	1.1028	E	O	E	O	r	b	1	646	1	3	1
11	24-Oct-14	5	Red	f	1	1.2429	W	F	W	F	b	r	1	646	1	3	1
11	24-Oct-14	6	Red	g	1	2.3468	B	G	B	G	b	r	1	2006	1	3	1
11	24-Oct-14	7	Red	z	1	1.7242	Z	T	Z	T	r	b	1	646	1	3	1
11	24-Oct-14	8	Red	o	0	2.6978	Q	U	Q	U	b	r	1	646	1	3	1
11	24-Oct-14	9	Red	g	1	1.1907	V	G	V	G	b	r	1	646	1	3	1
11	24-Oct-14	10	Red	p	1	0.5515	P	L	P	L	r	b	1	2006	1	3	1
11	24-Oct-14	11	Red	w	0	1.087	S	A	S	A	b	r	1	646	1	3	1
11	24-Oct-14	12	Red	t	1	2.0126	O	T	O	T	b	r	1	2006	1	3	1
11	24-Oct-14	13	Red	q	0	0.6334	O	P	O	P	r	b	1	2006	1	3	1
11	24-Oct-14	14	Red	t	1	1.1746	P	T	P	T	b	r	1	646	1	3	1
11	24-Oct-14	15	Red	w	0	1.6161	Q	K	Q	K	b	r	1	2006	1	3	1
11	24-Oct-14	16	Red	u	1	0.5557	L	U	L	U	b	r	1	2006	1	3	1
11	24-Oct-14	1	blue	w	0	0.7916	J	L	J	L	b	r	1	646	1	3	1
11	24-Oct-14	2	blue	u	1	0.9822	B	U	B	U	r	b	1	646	1	3	1
11	24-Oct-14	3	blue	o	1	3.3996	O	N	O	N	b	r	1	646	1	3	1
11	24-Oct-14	4	blue	i	1	0.9868	I	G	I	G	b	r	1	646	1	3	1
11	24-Oct-14	5	blue	w	0	0.3879	V	I	V	I	b	r	1	2006	1	3	1
11	24-Oct-14	6	blue	j	1	0.9782	J	T	J	T	b	r	1	2006	1	3	1
11	24-Oct-14	7	blue	s	1	1.3152	I	S	I	S	r	b	1	2006	1	3	1
11	24-Oct-14	8	blue	w	0	3.5278	M	Z	M	Z	b	r	1	646	1	3	1
11	24-Oct-14	9	blue	p	1	1.1753	Z	P	Z	P	r	b	1	646	1	3	1
11	24-Oct-14	10	blue	p	1	1.561	B	P	B	P	r	b	1	646	1	3	1
