SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftLetters	rightLetters	leftColors	rightColors	trainLength	TOA	Mask	SOA	Blocked
1030	30-Oct-14	1	Red	w	0	0.6813	B	L	B	L	b	r	1	2006	1	4	1
1030	30-Oct-14	2	Red	b	1	1.4605	D	B	D	B	b	r	1	2006	1	4	1
1030	30-Oct-14	3	Red	w	0	0.3252	P	L	P	L	b	r	1	2006	1	4	1
1030	30-Oct-14	4	Red	b	0	0.2861	M	Z	M	Z	b	r	1	2006	1	4	1
1030	30-Oct-14	5	Red	f	1	0.7022	F	L	F	L	r	b	1	647	1	4	1
1030	30-Oct-14	6	Red	g	0	0.2972	B	T	B	T	b	r	1	2006	1	4	1
1030	30-Oct-14	7	Red	z	1	0.3373	F	Z	F	Z	b	r	1	2006	1	4	1
1030	30-Oct-14	8	Red	j	1	1.3846	K	J	K	J	b	r	1	647	1	4	1
1030	30-Oct-14	9	Red	r	1	0.4036	X	R	X	R	b	r	1	2006	1	4	1
1030	30-Oct-14	10	Red	s	1	0.8483	I	S	I	S	b	r	1	647	1	4	1
1030	30-Oct-14	11	Red	o	0	0.2616	T	F	T	F	r	b	1	2006	1	4	1
1030	30-Oct-14	12	Red	p	1	0.5275	G	P	G	P	b	r	1	647	1	4	1
1030	30-Oct-14	13	Red	b	0	0.9835	L	F	L	F	b	r	1	647	1	4	1
1030	30-Oct-14	14	Red	t	0	2.576	I	P	I	P	r	b	1	647	1	4	1
1030	30-Oct-14	15	Red	o	0	0.7368	N	G	N	G	r	b	1	647	1	4	1
1030	30-Oct-14	16	Red	m	0	0.4098	B	A	B	A	r	b	1	647	1	4	1
1030	30-Oct-14	1	Blue	r	1	0.6921	Y	R	Y	R	r	b	1	2006	1	4	1
1030	30-Oct-14	2	Blue	b	1	0.6299	Q	B	Q	B	r	b	1	647	1	4	1
1030	30-Oct-14	3	Blue	p	1	0.8195	K	P	K	P	r	b	1	647	1	4	1
1030	30-Oct-14	4	Blue	w	0	0.8252	I	H	I	H	r	b	1	647	1	4	1
1030	30-Oct-14	5	Blue	u	1	0.4714	D	U	D	U	r	b	1	647	1	4	1
1030	30-Oct-14	6	Blue	s	1	0.3061	S	C	S	C	b	r	1	2006	1	4	1
1030	30-Oct-14	7	Blue	w	0	0.2591	M	G	M	G	r	b	1	2006	1	4	1
1030	30-Oct-14	8	Blue	q	0	0.5806	U	S	U	S	b	r	1	2006	1	4	1
1030	30-Oct-14	9	Blue	x	0	1.5871	D	R	D	R	b	r	1	647	1	4	1
1030	30-Oct-14	10	Blue	u	0	0.7504	F	A	F	A	b	r	1	2006	1	4	1
1030	30-Oct-14	11	Blue	r	0	0.2796	T	R	T	R	b	r	1	2006	1	4	1
1030	30-Oct-14	12	Blue	u	0	0.4411	W	S	W	S	b	r	1	2006	1	4	1
1030	30-Oct-14	13	Blue	s	0	1.0201	S	E	S	E	r	b	1	647	1	4	1
1030	30-Oct-14	14	Blue	q	0	0.6757	D	S	D	S	b	r	1	2006	1	4	1
1030	30-Oct-14	15	Blue	p	1	5.0227	P	W	P	W	b	r	1	647	1	4	1
1030	30-Oct-14	16	Blue	c	1	3.2098	Y	C	Y	C	r	b	1	647	1	4	1
1030	30-Oct-14	1	Red	n	0	0.9078	R	W	JR	XW	rr	bb	2	2006	1	4	1
1030	30-Oct-14	2	Red	d	1	1.8143	D	S	WD	TS	br	rb	2	646	1	4	1
1030	30-Oct-14	3	Red	t	0	1.331	Q	V	NQ	JV	bb	rr	2	646	1	4	1
1030	30-Oct-14	4	Red	l	0	1.6408	S	Q	RS	KQ	rb	br	2	646	1	4	1
1030	30-Oct-14	5	Red	o	1	0.0117	O	N	FO	AN	br	rb	2	2006	1	4	1
1030	30-Oct-14	6	Red	j	1	0.3033	J	N	HJ	QN	rr	bb	2	2006	1	4	1
1030	30-Oct-14	7	Red	c	1	0.4094	C	H	TC	OH	br	rb	2	2006	1	4	1
1030	30-Oct-14	8	Red	m	0	0.001	Y	U	TY	NU	rb	br	2	2006	1	4	1
1030	30-Oct-14	9	Red	d	0	0.8913	V	X	YV	QX	rr	bb	2	646	1	4	1
1030	30-Oct-14	10	Red	q	0	0.2965	C	P	OC	SP	rr	bb	2	2006	1	4	1
1030	30-Oct-14	11	Red	p	0	1.8576	R	Y	FR	LY	br	rb	2	646	1	4	1
1030	30-Oct-14	12	Red	w	1	0.3245	W	D	FW	VD	br	rb	2	2006	1	4	1
1030	30-Oct-14	13	Red	t	1	0.2703	X	T	CX	PT	bb	rr	2	2006	1	4	1
1030	30-Oct-14	14	Red	p	0	0.8486	R	M	ER	TM	bb	rr	2	646	1	4	1
1030	30-Oct-14	15	Red	s	1	0.6945	S	L	ES	FL	rr	bb	2	646	1	4	1
1030	30-Oct-14	16	Red	w	0	0.5937	G	U	EG	OU	bb	rr	2	646	1	4	1
1030	30-Oct-14	1	Blue	w	0	0.8125	D	B	MD	PB	rb	br	2	647	1	4	1
1030	30-Oct-14	2	Blue	w	0	1.0913	R	O	FR	VO	br	rb	2	647	1	4	1
1030	30-Oct-14	3	Blue	i	1	5.4584	I	A	MI	WA	rb	br	2	2006	1	4	1
1030	30-Oct-14	4	Blue	r	1	0.5201	R	C	MR	OC	bb	rr	2	2006	1	4	1
1030	30-Oct-14	5	Blue	w	0	0.3948	S	Z	KS	BZ	br	rb	2	2006	1	4	1
1030	30-Oct-14	6	Blue	b	0	0.6644	U	P	AU	RP	br	rb	2	647	1	4	1
1030	30-Oct-14	7	Blue	b	0	1.0857	W	Q	OW	GQ	rb	br	2	647	1	4	1
1030	30-Oct-14	8	Blue	p	1	0.3011	P	U	AP	SU	bb	rr	2	2006	1	4	1
1030	30-Oct-14	9	Blue	l	1	0.3355	L	M	EL	GM	bb	rr	2	2006	1	4	1
1030	30-Oct-14	10	Blue	q	0	0.0884	B	A	WB	TA	rb	br	2	2006	1	4	1
1030	30-Oct-14	11	Blue	s	0	0.6192	X	T	MX	OT	bb	rr	2	2006	1	4	1
1030	30-Oct-14	12	Blue	z	1	0.3064	Z	H	LZ	JH	rb	br	2	2006	1	4	1
1030	30-Oct-14	13	Blue	q	0	0.6844	G	U	BG	KU	bb	rr	2	647	1	4	1
