SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftLetters	rightLetters	leftColors	rightColors	trainLength	TOA	Mask	SOA	Blocked	
12	31-Oct-2014	   1	Blue	b	0	3.3513	V	J	UMV	PQJ	bbr	rrb	3	2006	1	5	1
12	31-Oct-2014	   2	Blue	a	0	6.1356	U	J	MFU	AEJ	rbb	brr	3	2006	1	5	1
12	31-Oct-2014	   3	Blue	q	1	0.0011	Q	M	TRQ	UHM	bbb	rrr	3	2006	1	5	1
12	31-Oct-2014	   4	Blue	h	0	1.6378	O	Y	LEO	PWY	brb	rbr	3	647	1	5	1
12	31-Oct-2014	   5	Blue	t	0	0.7851	S	R	JTS	CYR	brb	rbr	3	647	1	5	1
12	31-Oct-2014	   6	Blue	p	0	1.9867	G	X	OPG	EWX	rrr	bbb	3	647	1	5	1
12	31-Oct-2014	   7	Blue	n	0	0.7297	N	J	FUN	DYJ	bbr	rrb	3	647	1	5	1
12	31-Oct-2014	   8	Blue	m	1	0.4370	M	L	OEM	HUL	rbb	brr	3	647	1	5	1
12	31-Oct-2014	   9	Blue	o	0	2.3084	K	L	QOK	NIL	brr	rbb	3	2006	1	5	1
12	31-Oct-2014	  10	Blue	y	1	1.7612	Y	K	JZY	EOK	bbb	rrr	3	647	1	5	1
12	31-Oct-2014	  11	Blue	s	1	0.3860	S	B	MHS	VXB	rbb	brr	3	2006	1	5	1
12	31-Oct-2014	  12	Blue	b	0	0.6094	X	Q	NTX	OBQ	rbr	brb	3	647	1	5	1
12	31-Oct-2014	  13	Blue	l	0	0.2579	N	T	FEN	PWT	bbr	rrb	3	2006	1	5	1
12	31-Oct-2014	  14	Blue	f	1	0.6557	S	F	IRS	LAF	bbr	rrb	3	2006	1	5	1
12	31-Oct-2014	  15	Blue	c	1	0.8694	C	U	VWC	ETU	bbb	rrr	3	647	1	5	1
12	31-Oct-2014	  16	Blue	y	1	0.4533	Y	M	UIY	VDM	rrb	bbr	3	2006	1	5	1
12	31-Oct-2014	   1	Red	q	0	0.6691	P	X	YSP	QNX	rbb	brr	3	646	1	5	1
12	31-Oct-2014	   2	Red	r	1	2.3715	I	R	SKI	OYR	brb	rbr	3	2003	1	5	1
12	31-Oct-2014	   3	Red	x	1	0.5686	H	X	URH	JCX	rbb	brr	3	2003	1	5	1
12	31-Oct-2014	   4	Red	l	1	1.0831	M	L	BIM	WAL	bbb	rrr	3	2003	1	5	1
12	31-Oct-2014	   5	Red	k	0	0.3318	G	W	VAG	FNW	bbr	rrb	3	2003	1	5	1
12	31-Oct-2014	   6	Red	q	0	0.0010	U	W	LXU	TVW	bbr	rrb	3	2003	1	5	1
12	31-Oct-2014	   7	Red	v	0	1.0592	C	X	OYC	LBX	bbb	rrr	3	646	1	5	1
12	31-Oct-2014	   8	Red	w	0	0.8504	S	R	DMS	HLR	brb	rbr	3	646	1	5	1
12	31-Oct-2014	   9	Red	v	1	0.8592	V	E	GXV	ACE	rbr	brb	3	2003	1	5	1
12	31-Oct-2014	  10	Red	z	0	1.3059	V	M	XNV	CZM	rbr	brb	3	646	1	5	1
12	31-Oct-2014	  11	Red	a	0	1.2977	R	C	TER	BHC	brr	rbb	3	646	1	5	1
12	31-Oct-2014	  12	Red	g	0	0.6827	Z	O	CHZ	GNO	rrb	bbr	3	2003	1	5	1
12	31-Oct-2014	  13	Red	j	0	6.2654	M	F	NDM	TJF	bbr	rrb	3	2003	1	5	1
12	31-Oct-2014	  14	Red	o	0	0.7870	Y	M	TFY	NOM	brb	rbr	3	646	1	5	1
12	31-Oct-2014	  15	Red	t	0	1.3564	C	A	QSC	RBA	brr	rbb	3	646	1	5	1
12	31-Oct-2014	  16	Red	w	0	0.9856	B	M	UXB	ISM	rrb	bbr	3	646	1	5	1
12	31-Oct-2014	   1	Blue	m	0	1.2748	F	I	UWAF	XKJI	bbrb	rrbr	4	647	1	5	1
12	31-Oct-2014	   2	Blue	l	1	0.4222	T	L	YCMT	BFSL	bbbr	rrrb	4	2006	1	5	1
12	31-Oct-2014	   3	Blue	w	0	1.0799	Y	V	INCY	UPTV	rrbr	bbrb	4	2006	1	5	1
12	31-Oct-2014	   4	Blue	g	1	0.4100	F	G	LRCF	AIOG	rbrr	brbb	4	2006	1	5	1
12	31-Oct-2014	   5	Blue	n	1	0.9781	N	E	BCAN	TMLE	rbbb	brrr	4	647	1	5	1
12	31-Oct-2014	   6	Blue	r	1	0.6807	R	C	ABPR	DWOC	bbrb	rrbr	4	2006	1	5	1
12	31-Oct-2014	   7	Blue	i	1	1.1446	I	D	WXGI	VJRD	rbbb	brrr	4	2006	1	5	1
12	31-Oct-2014	   8	Blue	g	1	0.8787	U	G	YPZU	SVOG	brrr	rbbb	4	647	1	5	1
12	31-Oct-2014	   9	Blue	e	1	1.0007	I	E	LBVI	FHPE	rbrr	brbb	4	2006	1	5	1
12	31-Oct-2014	  10	Blue	w	0	2.0432	Q	N	ZYKQ	TADN	bbrr	rrbb	4	647	1	5	1
12	31-Oct-2014	  11	Blue	u	1	0.8287	H	U	XKLH	OAJU	brrr	rbbb	4	2006	1	5	1
12	31-Oct-2014	  12	Blue	l	1	0.9902	C	L	AKTC	WJBL	rrrr	bbbb	4	647	1	5	1
