SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftLetters	rightLetters	leftColors	rightColors	trainLength	TOA	Mask	SOA	Blocked	
26	21-Nov-2014	   1	Blue	l	1	1.2721	P	L	UMVP	QJNL	bbrr	rrbb	4	2006	1	4	1
26	21-Nov-2014	   2	Blue	w	1	0.2836	W	O	QAFW	GYEO	bbrb	rrbr	4	2006	1	4	1
26	21-Nov-2014	   3	Blue	z	1	0.9148	S	Z	MCBS	AXRZ	brbr	rbrb	4	2006	1	4	1
26	21-Nov-2014	   4	Blue	a	0	1.1133	V	J	KZIV	OGRJ	rbrb	brbr	4	646	1	4	1
26	21-Nov-2014	   5	Blue	w	0	1.1202	E	K	OPGE	WXYK	rrrb	bbbr	4	646	1	4	1
26	21-Nov-2014	   6	Blue	c	1	0.9434	J	C	VIZJ	NQXC	brrr	rbbb	4	646	1	4	1
26	21-Nov-2014	   7	Blue	k	1	1.0686	S	K	HGDS	YIBK	brbr	rbrb	4	646	1	4	1
26	21-Nov-2014	   8	Blue	e	1	0.8616	E	U	GKQE	MDWU	rbbb	brrr	4	646	1	4	1
26	21-Nov-2014	   9	Blue	v	1	1.2796	V	O	MHSV	XBWO	rbbb	brrr	4	2006	1	4	1
26	21-Nov-2014	  10	Blue	c	0	1.9854	G	A	DLUG	TOHA	brrb	rbbr	4	646	1	4	1
26	21-Nov-2014	  11	Blue	o	0	0.4045	K	P	WGBK	VTAP	rrbb	bbrr	4	2006	1	4	1
26	21-Nov-2014	  12	Blue	v	1	0.7483	V	D	JESV	AWKD	bbbb	rrrr	4	646	1	4	1
26	21-Nov-2014	  13	Blue	c	1	0.6503	V	C	UIYV	DMXC	rrbr	bbrb	4	2006	1	4	1
26	21-Nov-2014	  14	Blue	q	1	0.8759	G	Q	OIFG	DTNQ	bbbr	rrrb	4	2006	1	4	1
26	21-Nov-2014	  15	Blue	o	0	1.0435	Y	R	DJHY	QVZR	rrrb	bbbr	4	646	1	4	1
26	21-Nov-2014	  16	Blue	w	0	0.8558	L	G	KYEL	FRBG	rbbr	brrb	4	2006	1	4	1
26	21-Nov-2014	   1	Red	c	0	1.3370	F	P	VAGF	NWSP	bbrr	rrbb	4	646	1	4	1
26	21-Nov-2014	   2	Red	m	1	2.2495	V	M	YBOV	XCJM	brbb	rbrr	4	2005	1	4	1
26	21-Nov-2014	   3	Red	l	0	1.9544	I	L	SXUI	JGNL	bbbr	rrrb	4	646	1	4	1
26	21-Nov-2014	   4	Red	s	1	0.6623	S	E	OGNS	DIJE	rrbr	bbrb	4	2005	1	4	1
26	21-Nov-2014	   5	Red	r	1	0.5516	C	R	XNVC	ZMAR	rbrb	brbr	4	2005	1	4	1
26	21-Nov-2014	   6	Red	m	1	0.3638	M	G	FKRM	SQNG	rrbr	bbrb	4	2005	1	4	1
26	21-Nov-2014	   7	Red	k	1	0.7975	Y	K	OHNY	UAVK	brbb	rbrr	4	646	1	4	1
26	21-Nov-2014	   8	Red	e	1	0.9300	I	E	GFMI	DVHE	rbrb	brbr	4	2005	1	4	1
26	21-Nov-2014	   9	Red	y	1	1.4242	R	Y	QSCR	BAJY	brrb	rbbr	4	646	1	4	1
