SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftLetters	rightLetters	leftColors	rightColors	trainLength	TOA	Mask	SOA	centralized	centerLetters	centerTargetLetter	
11	28-Apr-2016	   1	Red	r	0	0.8142	99	99	JTBX	KHRI	9	9	1	2000	1	3	1	JTBX	J	
11	28-Apr-2016	   2	Red	s	0	1.1425	99	99	ZFKU	BVNA	99	99	2	650	1	3	1	ZFKU	F	
11	28-Apr-2016	   3	Red	c	1	0.9726	99	99	NTCU	ZJWE	999	999	3	650	1	3	1	NTCU	C	
11	28-Apr-2016	   4	Red	b	1	1.0623	99	99	BJMA	CZLS	9	9	1	2000	1	3	1	BJMA	B	
11	28-Apr-2016	   5	Red	j	1	0.6063	99	99	RBJS	AIZF	999	999	3	2000	1	3	1	RBJS	J	
11	28-Apr-2016	   6	Red	z	0	2.5988	99	99	EIOC	HTWB	99	99	2	650	1	3	1	EIOC	I	
11	28-Apr-2016	   7	Red	f	0	0.8566	99	99	SNRK	JZOF	999	999	3	650	1	3	1	SNRK	R	
11	28-Apr-2016	   8	Red	b	1	0.6490	99	99	DGBO	LNJV	999	999	3	2000	1	3	1	DGBO	B	
11	28-Apr-2016	   9	Red	s	1	0.8296	99	99	SEPU	LOTD	9	9	1	650	1	3	1	SEPU	S	
11	28-Apr-2016	  10	Red	b	1	1.0854	99	99	RBTP	AOCJ	99	99	2	2000	1	3	1	RBTP	B	
11	28-Apr-2016	  11	Red	e	1	0.5671	99	99	RAKE	MZBC	9999	9999	4	2000	1	3	1	RAKE	E	
11	28-Apr-2016	  12	Red	z	1	0.8949	99	99	ZQIV	KPAU	9	9	1	650	1	3	1	ZQIV	Z	
11	28-Apr-2016	  13	Red	t	1	0.4877	99	99	OYCT	SMKD	9999	9999	4	2000	1	3	1	OYCT	T	
11	28-Apr-2016	  14	Red	m	1	0.7985	99	99	JXDM	WPCB	9999	9999	4	2000	1	3	1	JXDM	M	
11	28-Apr-2016	  15	Red	f	1	0.8382	99	99	FARE	NJPS	9	9	1	650	1	3	1	FARE	F	
11	28-Apr-2016	  16	Red	c	0	1.1808	99	99	RDJQ	UGVI	99	99	2	650	1	3	1	RDJQ	D	
11	28-Apr-2016	  17	Red	f	1	0.8480	99	99	SFJZ	OVKC	99	99	2	650	1	3	1	SFJZ	F	
11	28-Apr-2016	  18	Red	o	0	1.5764	99	99	PEMI	RHGV	9999	9999	4	650	1	3	1	PEMI	I	
11	28-Apr-2016	  19	Red	d	0	1.2464	99	99	DZPF	LGQS	999	999	3	650	1	3	1	DZPF	P	
11	28-Apr-2016	  20	Red	v	1	1.0071	99	99	VTIS	RWYU	9	9	1	650	1	3	1	VTIS	V	
11	28-Apr-2016	  21	Red	u	0	1.7202	99	99	THUW	MVLF	99	99	2	2000	1	3	1	THUW	H	
11	28-Apr-2016	  22	Red	a	1	0.6895	99	99	XVOA	TRGJ	9999	9999	4	650	1	3	1	XVOA	A	
11	28-Apr-2016	  23	Red	x	1	1.0567	99	99	ILXZ	WORF	999	999	3	2000	1	3	1	ILXZ	X	
11	28-Apr-2016	  24	Red	k	1	0.6167	99	99	TSKC	LRIO	999	999	3	2000	1	3	1	TSKC	K	
11	28-Apr-2016	  25	Red	l	0	0.8600	99	99	PBFI	CKVD	9999	9999	4	2000	1	3	1	PBFI	I	
11	28-Apr-2016	  26	Red	s	0	1.1573	99	99	IXZJ	YAGW	9999	9999	4	650	1	3	1	IXZJ	J	
11	28-Apr-2016	  27	Red	f	0	2.1698	99	99	WTEZ	NQRI	999	999	3	650	1	3	1	WTEZ	E	
11	28-Apr-2016	  28	Red	b	1	0.9756	99	99	BCQJ	RPZW	9	9	1	2000	1	3	1	BCQJ	B	
11	28-Apr-2016	  29	Red	a	0	1.1333	99	99	BOEZ	JGRW	9999	9999	4	650	1	3	1	BOEZ	Z	
11	28-Apr-2016	  30	Red	l	1	1.2819	99	99	ZLNU	DHXE	99	99	2	2000	1	3	1	ZLNU	L	
11	28-Apr-2016	  31	Red	g	1	0.9551	99	99	HGRX	AVOF	99	99	2	2000	1	3	1	HGRX	G	
11	28-Apr-2016	  32	Red	n	1	1.0032	99	99	NLCD	KOPM	9	9	1	2000	1	3	1	NLCD	N	
11	28-Apr-2016	   1	Blue	t	0	0.5674	99	99	BKHI	CZJG	9999	9999	4	2000	1	3	1	BKHI	I	
11	28-Apr-2016	   2	Blue	n	0	1.1052	99	99	NGIA	XCZQ	99	99	2	2000	1	3	1	NGIA	G	
11	28-Apr-2016	   3	Blue	i	1	0.8055	99	99	IALG	SRNF	9	9	1	2000	1	3	1	IALG	I	
11	28-Apr-2016	   4	Blue	m	1	0.9094	99	99	MWPA	QOBI	9	9	1	2000	1	3	1	MWPA	M	
11	28-Apr-2016	   5	Blue	c	1	0.6750	99	99	ZPCM	XRJY	999	999	3	650	1	3	1	ZPCM	C	
11	28-Apr-2016	   6	Blue	a	0	0.9887	99	99	MFNC	DLAG	9	9	1	650	1	3	1	MFNC	M	
11	28-Apr-2016	   7	Blue	s	1	0.5945	99	99	GKLS	VJOA	9999	9999	4	2000	1	3	1	GKLS	S	
11	28-Apr-2016	   8	Blue	y	0	2.0285	99	99	KZMS	GDYO	9999	9999	4	650	1	3	1	KZMS	S	
11	28-Apr-2016	   9	Blue	a	1	0.5903	99	99	ZIDA	XSCF	9999	9999	4	2000	1	3	1	ZIDA	A	
11	28-Apr-2016	  10	Blue	i	1	1.0037	99	99	IHND	SQCK	9	9	1	650	1	3	1	IHND	I	
11	28-Apr-2016	  11	Blue	n	0	1.7071	99	99	LCIU	TYKH	99	99	2	650	1	3	1	LCIU	C	
11	28-Apr-2016	  12	Blue	o	0	1.1729	99	99	KGTV	LAOE	99	99	2	650	1	3	1	KGTV	G	
11	28-Apr-2016	  13	Blue	k	1	0.6233	99	99	KVWP	SIEH	9	9	1	2000	1	3	1	KVWP	K	
11	28-Apr-2016	  14	Blue	z	1	0.5634	99	99	ZXKQ	DJIA	9	9	1	2000	1	3	1	ZXKQ	Z	
11	28-Apr-2016	  15	Blue	h	0	1.0619	99	99	XJAC	PKHG	9999	9999	4	650	1	3	1	XJAC	C	
11	28-Apr-2016	  16	Blue	d	0	1.3759	99	99	NTQM	BYDL	9999	9999	4	650	1	3	1	NTQM	M	
