SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftLetters	rightLetters	leftColors	rightColors	trainLength	TOA	Mask	SOA	centralized	centerLetters	centerTargetLetter
4	21-Apr-16	21	Red	u	1	1.3443	99	99	UXYI	ZOKJ	9	9	1	2000	1	3	1	UXYI	U
4	21-Apr-16	22	Red	b	0	1.2966	99	99	WBLJ	MGSD	9999	9999	4	650	1	3	1	WBLJ	J
4	21-Apr-16	23	Red	i	1	1.3986	99	99	IJOE	ULVR	9	9	1	2000	1	3	1	IJOE	I
4	21-Apr-16	24	Red	c	0	1.5535	99	99	CQSR	TWAD	99	99	2	650	1	3	1	CQSR	Q
4	21-Apr-16	25	Red	s	1	1.176	99	99	WFSK	MGTO	999	999	3	650	1	3	1	WFSK	S
4	21-Apr-16	26	Red	w	1	1.3542	99	99	XWOR	DJZS	99	99	2	650	1	3	1	XWOR	W
4	21-Apr-16	27	Red	s	0	1.3286	99	99	OUIK	LYZS	999	999	3	650	1	3	1	OUIK	I
4	21-Apr-16	28	Red	z	1	1.3196	99	99	PZCQ	WSKJ	99	99	2	2000	1	3	1	PZCQ	Z
4	21-Apr-16	29	Red	z	1	1.7401	99	99	ZFUE	RHPQ	9	9	1	2000	1	3	1	ZFUE	Z
4	21-Apr-16	30	Red	i	0	2.325	99	99	SZET	IRJX	9999	9999	4	650	1	3	1	SZET	T
4	21-Apr-16	31	Red	o	0	1.244	99	99	BQET	XJIO	9999	9999	4	2000	1	3	1	BQET	T
4	21-Apr-16	32	Red	l	0	1.342	99	99	LPAE	IWXC	99	99	2	650	1	3	1	LPAE	P
4	21-Apr-16	1	Blue	p	1	0.8846	99	99	UWPH	RCVO	999	999	3	2000	1	3	1	UWPH	P
4	21-Apr-16	2	Blue	b	0	1.5774	99	99	BFEG	UTIO	99	99	2	650	1	3	1	BFEG	F
4	21-Apr-16	3	Blue	m	1	1.0384	99	99	MQLY	ZBPA	9	9	1	650	1	3	1	MQLY	M
4	21-Apr-16	4	Blue	t	1	1.0736	99	99	YWZT	NGBX	9999	9999	4	2000	1	3	1	YWZT	T
4	21-Apr-16	5	Blue	b	0	2.9358	99	99	WISV	RTML	9	9	1	2000	1	3	1	WISV	W
4	21-Apr-16	6	Blue	m	1	3.2225	99	99	NAMQ	GKBP	999	999	3	650	1	3	1	NAMQ	M
4	21-Apr-16	7	Blue	s	1	1.1233	99	99	HUSN	LWRQ	999	999	3	650	1	3	1	HUSN	S
4	21-Apr-16	8	Blue	b	1	1.5785	99	99	PJBG	LROW	999	999	3	2000	1	3	1	PJBG	B
4	21-Apr-16	9	Blue	f	1	1.1681	99	99	OFHC	MJZD	99	99	2	650	1	3	1	OFHC	F
4	21-Apr-16	10	Blue	n	1	1.082	99	99	NUAF	BXVJ	9	9	1	2000	1	3	1	NUAF	N
4	21-Apr-16	11	Blue	b	1	1.3436	99	99	BPCG	TUIM	9	9	1	2000	1	3	1	BPCG	B
4	21-Apr-16	12	Blue	r	1	1.3584	99	99	IURF	PAHB	999	999	3	2000	1	3	1	IURF	R
4	21-Apr-16	13	Blue	s	0	1.2727	99	99	CSHF	IDBW	9999	9999	4	2000	1	3	1	CSHF	F
4	21-Apr-16	14	Blue	y	1	0.915	99	99	FRIY	BSLZ	9999	9999	4	2000	1	3	1	FRIY	Y
4	21-Apr-16	15	Blue	l	1	1.5915	99	99	LRVA	SCYH	9	9	1	2000	1	3	1	LRVA	L
4	21-Apr-16	16	Blue	r	1	1.1162	99	99	CIRP	ZKFA	999	999	3	650	1	3	1	CIRP	R
4	21-Apr-16	17	Blue	g	0	1.4199	99	99	WDGJ	NSLZ	9999	9999	4	650	1	3	1	WDGJ	J
4	21-Apr-16	18	Blue	l	1	1.656	99	99	XLNE	CZIV	99	99	2	2000	1	3	1	XLNE	L
4	21-Apr-16	19	Blue	g	1	1.5256	99	99	HLIG	ZKRN	9999	9999	4	2000	1	3	1	HLIG	G
4	21-Apr-16	20	Blue	e	1	1.3037	99	99	PXEL	YNVA	999	999	3	2000	1	3	1	PXEL	E
4	21-Apr-16	21	Blue	o	0	1.6313	99	99	ISAR	FWKO	9999	9999	4	650	1	3	1	ISAR	R
4	21-Apr-16	22	Blue	x	0	1.2449	99	99	VRMW	ULBT	999	999	3	650	1	3	1	VRMW	M
4	21-Apr-16	23	Blue	c	0	1.5084	99	99	CKQA	YMXL	99	99	2	650	1	3	1	CKQA	K
4	21-Apr-16	24	Blue	u	0	1.3809	99	99	UXKJ	WQLD	99	99	2	650	1	3	1	UXKJ	X
4	21-Apr-16	25	Blue	f	0	1.6981	99	99	FNGB	LYDP	9999	9999	4	650	1	3	1	FNGB	B
4	21-Apr-16	26	Blue	t	1	1.6025	99	99	TDFP	MAOU	9	9	1	650	1	3	1	TDFP	T
4	21-Apr-16	27	Blue	w	0	1.3122	99	99	WYLJ	ZXAI	9999	9999	4	650	1	3	1	WYLJ	J
4	21-Apr-16	28	Blue	n	1	1.2304	99	99	PNOC	JAIT	99	99	2	2000	1	3	1	PNOC	N
4	21-Apr-16	29	Blue	g	1	1.6553	99	99	GETX	PCZW	9	9	1	650	1	3	1	GETX	G
4	21-Apr-16	30	Blue	o	0	1.3193	99	99	KFJR	WLXQ	9	9	1	650	1	3	1	KFJR	K
4	21-Apr-16	31	Blue	m	1	1.222	99	99	FMSO	DEQP	99	99	2	2000	1	3	1	FMSO	M
4	21-Apr-16	32	Blue	p	1	1.289	99	99	YPJO	RVXF	99	99	2	2000	1	3	1	YPJO	P
4	21-Apr-16	1	Red	z	1	1.1995	99	99	PZRS	YGAC	99	99	2	2000	1	3	1	PZRS	Z
4	21-Apr-16	2	Red	y	1	1.0405	99	99	YCMW	EDHF	9	9	1	650	1	3	1	YCMW	Y
4	21-Apr-16	3	Red	d	0	0.824	99	99	DITB	KUOF	99	99	2	650	1	3	1	DITB	I
4	21-Apr-16	4	Red	g	0	1.0833	99	99	IGLW	RCPF	999	999	3	2000	1	3	1	IGLW	L
4	21-Apr-16	5	Red	o	0	1.3932	99	99	QMKY	FISW	99	99	2	650	1	3	1	QMKY	M
4	21-Apr-16	6	Red	u	0	3.5165	99	99	INPW	VJSC	9	9	1	2000	1	3	1	INPW	I
4	21-Apr-16	7	Red	c	1	1.0137	99	99	TCGF	VRXJ	99	99	2	2000	1	3	1	TCGF	C
4	21-Apr-16	8	Red	l	0	1.7487	99	99	IGKJ	MLQD	9	9	1	650	1	3	1	IGKJ	I
4	21-Apr-16	9	Red	r	0	1.3825	99	99	JXQD	ROKG	999	999	3	2000	1	3	1	JXQD	Q
4	21-Apr-16	10	Red	o	1	1.1485	99	99	PJAO	ERIV	9999	9999	4	650	1	3	1	PJAO	O
4	21-Apr-16	11	Red	r	1	1.1612	99	99	VRWF	PGLQ	99	99	2	650	1	3	1	VRWF	R
4	21-Apr-16	12	Red	l	1	1.3708	99	99	LEPQ	IZTD	9	9	1	650	1	3	1	LEPQ	L
4	21-Apr-16	13	Red	u	1	1.8398	99	99	OUBV	ALZK	99	99	2	2000	1	3	1	OUBV	U
4	21-Apr-16	14	Red	m	0	1.3839	99	99	HLQJ	VPRI	9999	9999	4	2000	1	3	1	HLQJ	J
4	21-Apr-16	15	Red	y	0	1.4479	99	99	PYNU	JEMO	9999	9999	4	2000	1	3	1	PYNU	U
4	21-Apr-16	16	Red	w	0	1.1557	99	99	XWLO	EHJZ	999	999	3	650	1	3	1	XWLO	L
4	21-Apr-16	17	Red	b	0	1.0436	99	99	SBMC	NAOP	9999	9999	4	2000	1	3	1	SBMC	C
4	21-Apr-16	18	Red	u	0	1.0753	99	99	VUYA	SCZW	999	999	3	650	1	3	1	VUYA	Y
4	21-Apr-16	19	Red	p	0	1.1066	99	99	PONK	UYHD	99	99	2	650	1	3	1	PONK	O
4	21-Apr-16	20	Red	y	0	1.7161	99	99	FYBM	TLCK	9999	9999	4	2000	1	3	1	FYBM	M
4	21-Apr-16	21	Red	c	0	1.0592	99	99	YMBK	CESD	9	9	1	2000	1	3	1	YMBK	Y
4	21-Apr-16	22	Red	d	1	0.9633	99	99	XDNQ	YAVL	99	99	2	2000	1	3	1	XDNQ	D
4	21-Apr-16	23	Red	o	0	1.1502	99	99	OHIZ	PKBJ	999	999	3	650	1	3	1	OHIZ	I
4	21-Apr-16	24	Red	n	1	1.3047	99	99	NTYW	PBZX	9	9	1	650	1	3	1	NTYW	N
4	21-Apr-16	25	Red	u	0	1.0266	99	99	UICF	NSOQ	9999	9999	4	650	1	3	1	UICF	F
4	21-Apr-16	26	Red	b	1	1.1573	99	99	JQBI	VXDC	999	999	3	2000	1	3	1	JQBI	B
4	21-Apr-16	27	Red	n	0	1.1301	99	99	NBQV	STRZ	999	999	3	650	1	3	1	NBQV	Q
4	21-Apr-16	28	Red	e	0	1.3932	99	99	SEIG	UXMQ	999	999	3	2000	1	3	1	SEIG	I
4	21-Apr-16	29	Red	n	1	1.8277	99	99	NPHB	DMIF	9	9	1	2000	1	3	1	NPHB	N
4	21-Apr-16	30	Red	f	0	1.2174	99	99	GFDL	PIWE	9999	9999	4	650	1	3	1	GFDL	L
4	21-Apr-16	31	Red	z	1	1.9145	99	99	ZJXW	YAEO	9	9	1	2000	1	3	1	ZJXW	Z
4	21-Apr-16	32	Red	s	0	1.1905	99	99	EDSH	TKIA	9999	9999	4	650	1	3	1	EDSH	H
5	21-Apr-16	1	Red	o	1	0.9498	99	99	CFPO	DEYT	9999	9999	4	650	1	3	1	CFPO	O
5	21-Apr-16	2	Red	r	0	0.9533	99	99	JTBX	KHRI	9999	9999	4	650	1	3	1	JTBX	X
5	21-Apr-16	3	Red	k	1	0.8567	99	99	ZFKU	BVNA	999	999	3	2000	1	3	1	ZFKU	K
5	21-Apr-16	4	Red	t	1	1.1841	99	99	NTCU	ZJWE	99	99	2	2000	1	3	1	NTCU	T
5	21-Apr-16	5	Red	a	1	0.9098	99	99	BJMA	CZLS	9999	9999	4	2000	1	3	1	BJMA	A
5	21-Apr-16	6	Red	b	1	0.9949	99	99	RBJS	AIZF	99	99	2	2000	1	3	1	RBJS	B
5	21-Apr-16	7	Red	e	1	2.2432	99	99	EIOC	HTWB	9	9	1	650	1	3	1	EIOC	E
5	21-Apr-16	8	Red	r	1	1.2104	99	99	SNRK	JZOF	999	999	3	650	1	3	1	SNRK	R
5	21-Apr-16	9	Red	d	1	1.1386	99	99	DGBO	LNJV	9	9	1	2000	1	3	1	DGBO	D
5	21-Apr-16	10	Red	s	1	1.0543	99	99	SEPU	LOTD	9	9	1	2000	1	3	1	SEPU	S
5	21-Apr-16	11	Red	r	1	1.1478	99	99	RBTP	AOCJ	9	9	1	2000	1	3	1	RBTP	R
5	21-Apr-16	12	Red	e	1	0.7729	99	99	RAKE	MZBC	9999	9999	4	2000	1	3	1	RAKE	E
5	21-Apr-16	13	Red	v	1	0.8563	99	99	ZQIV	KPAU	9999	9999	4	650	1	3	1	ZQIV	V
5	21-Apr-16	14	Red	c	1	0.9588	99	99	OYCT	SMKD	999	999	3	650	1	3	1	OYCT	C
5	21-Apr-16	15	Red	d	1	0.7557	99	99	JXDM	WPCB	999	999	3	2000	1	3	1	JXDM	D
5	21-Apr-16	16	Red	s	0	0.9608	99	99	FARE	NJPS	9999	9999	4	650	1	3	1	FARE	E
5	21-Apr-16	17	Red	j	1	0.8214	99	99	RDJQ	UGVI	999	999	3	2000	1	3	1	RDJQ	J
5	21-Apr-16	18	Red	k	0	1.4923	99	99	SFJZ	OVKC	99	99	2	650	1	3	1	SFJZ	F
5	21-Apr-16	19	Red	e	1	1.2212	99	99	PEMI	RHGV	99	99	2	650	1	3	1	PEMI	E
5	21-Apr-16	20	Red	p	1	0.9534	99	99	DZPF	LGQS	999	999	3	2000	1	3	1	DZPF	P
5	21-Apr-16	21	Red	i	1	0.8855	99	99	VTIS	RWYU	999	999	3	650	1	3	1	VTIS	I
5	21-Apr-16	22	Red	w	1	0.8855	99	99	THUW	MVLF	9999	9999	4	2000	1	3	1	THUW	W
5	21-Apr-16	23	Red	v	1	0.9562	99	99	XVOA	TRGJ	99	99	2	2000	1	3	1	XVOA	V
5	21-Apr-16	24	Red	i	1	1.142	99	99	ILXZ	WORF	9	9	1	650	1	3	1	ILXZ	I
5	21-Apr-16	25	Red	s	1	0.8013	99	99	TSKC	LRIO	99	99	2	650	1	3	1	TSKC	S
5	21-Apr-16	26	Red	p	1	0.9044	99	99	PBFI	CKVD	9	9	1	2000	1	3	1	PBFI	P
5	21-Apr-16	27	Red	x	1	0.631	99	99	IXZJ	YAGW	99	99	2	2000	1	3	1	IXZJ	X
5	21-Apr-16	28	Red	e	1	0.9027	99	99	WTEZ	NQRI	999	999	3	650	1	3	1	WTEZ	E
5	21-Apr-16	29	Red	b	1	1.0967	99	99	BCQJ	RPZW	9	9	1	650	1	3	1	BCQJ	B
5	21-Apr-16	30	Red	a	0	0.6224	99	99	BOEZ	JGRW	99	99	2	650	1	3	1	BOEZ	O
5	21-Apr-16	31	Red	z	1	0.9001	99	99	ZLNU	DHXE	9	9	1	650	1	3	1	ZLNU	Z
5	21-Apr-16	32	Red	x	1	0.701	99	99	HGRX	AVOF	9999	9999	4	2000	1	3	1	HGRX	X
5	21-Apr-16	1	Blue	r	0	1.5787	99	99	YMKS	PAJQ	999	999	3	650	1	3	1	YMKS	K
5	21-Apr-16	2	Blue	k	1	0.7983	99	99	BKHI	CZJG	99	99	2	650	1	3	1	BKHI	K
5	21-Apr-16	3	Blue	g	1	0.8885	99	99	NGIA	XCZQ	99	99	2	2000	1	3	1	NGIA	G
5	21-Apr-16	4	Blue	a	1	1.0056	99	99	IALG	SRNF	99	99	2	650	1	3	1	IALG	A
5	21-Apr-16	5	Blue	w	1	0.8636	99	99	MWPA	QOBI	99	99	2	2000	1	3	1	MWPA	W
5	21-Apr-16	6	Blue	m	1	0.7624	99	99	ZPCM	XRJY	9999	9999	4	2000	1	3	1	ZPCM	M
5	21-Apr-16	7	Blue	c	1	1.2213	99	99	MFNC	DLAG	9999	9999	4	650	1	3	1	MFNC	C
5	21-Apr-16	8	Blue	k	1	0.902	99	99	GKLS	VJOA	99	99	2	650	1	3	1	GKLS	K
5	21-Apr-16	9	Blue	m	1	0.7267	99	99	KZMS	GDYO	999	999	3	2000	1	3	1	KZMS	M
5	21-Apr-16	10	Blue	k	0	1.0634	99	99	ZIDA	XSCF	9	9	1	650	1	3	1	ZIDA	Z
5	21-Apr-16	11	Blue	d	1	0.889	99	99	IHND	SQCK	9999	9999	4	2000	1	3	1	IHND	D
5	21-Apr-16	12	Blue	l	1	1.1027	99	99	LCIU	TYKH	9	9	1	2000	1	3	1	LCIU	L
5	21-Apr-16	13	Blue	k	1	1.2511	99	99	KGTV	LAOE	9	9	1	2000	1	3	1	KGTV	K
5	21-Apr-16	14	Blue	w	1	0.8443	99	99	KVWP	SIEH	999	999	3	650	1	3	1	KVWP	W
5	21-Apr-16	15	Blue	d	0	0.9399	99	99	ZXKQ	DJIA	999	999	3	650	1	3	1	ZXKQ	K
5	21-Apr-16	16	Blue	c	1	0.7481	99	99	XJAC	PKHG	9999	9999	4	2000	1	3	1	XJAC	C
5	21-Apr-16	17	Blue	o	0	1.4953	99	99	NTQM	BYDL	9999	9999	4	650	1	3	1	NTQM	M
5	21-Apr-16	18	Blue	s	0	2.7543	99	99	TJMX	WUBN	9999	9999	4	650	1	3	1	TJMX	X
5	21-Apr-16	19	Blue	u	1	1.508	99	99	UCJT	DLAI	9	9	1	650	1	3	1	UCJT	U
5	21-Apr-16	20	Blue	d	1	1.037	99	99	UDOV	ESJN	99	99	2	2000	1	3	1	UDOV	D
5	21-Apr-16	21	Blue	p	0	2.5729	99	99	GQYO	BTZD	99	99	2	650	1	3	1	GQYO	Q
5	21-Apr-16	22	Blue	g	1	1.5258	99	99	GHIK	TFPL	9	9	1	2000	1	3	1	GHIK	G
5	21-Apr-16	23	Blue	b	1	0.9638	99	99	BOXI	MNGD	9	9	1	650	1	3	1	BOXI	B
5	21-Apr-16	24	Blue	c	1	0.9815	99	99	CTFN	WIQE	9	9	1	650	1	3	1	CTFN	C
5	21-Apr-16	25	Blue	s	1	0.2887	99	99	DBSQ	OGEN	999	999	3	2000	1	3	1	DBSQ	S
5	21-Apr-16	26	Blue	y	1	0.9746	99	99	DQYN	HLIU	999	999	3	2000	1	3	1	DQYN	Y
5	21-Apr-16	27	Blue	n	1	0.9444	99	99	TNGE	BDAJ	99	99	2	2000	1	3	1	TNGE	N
5	21-Apr-16	28	Blue	c	1	1.5093	99	99	JPCX	HZDY	999	999	3	650	1	3	1	JPCX	C
5	21-Apr-16	29	Blue	f	1	1.0079	99	99	PKCF	TISD	9999	9999	4	650	1	3	1	PKCF	F
5	21-Apr-16	30	Blue	o	1	1.0392	99	99	OJBF	HVIL	9	9	1	2000	1	3	1	OJBF	O
5	21-Apr-16	31	Blue	m	0	0.9535	99	99	UMIT	FLQG	999	999	3	2000	1	3	1	UMIT	I
5	21-Apr-16	32	Blue	y	0	1.0569	99	99	NLSV	QYZU	9999	9999	4	2000	1	3	1	NLSV	V
5	21-Apr-16	1	Red	r	1	0.8231	99	99	STKR	LWFN	9999	9999	4	650	1	3	1	STKR	R
5	21-Apr-16	2	Red	r	1	0.7954	99	99	RAZQ	TGBX	9	9	1	650	1	3	1	RAZQ	R
5	21-Apr-16	3	Red	j	1	0.8285	99	99	IJUQ	PCTN	99	99	2	650	1	3	1	IJUQ	J
5	21-Apr-16	4	Red	t	0	2.2862	99	99	OFJX	LGMQ	9999	9999	4	650	1	3	1	OFJX	X
5	21-Apr-16	5	Red	o	1	0.9099	99	99	QUXO	HKCP	9999	9999	4	2000	1	3	1	QUXO	O
5	21-Apr-16	6	Red	i	1	1.4408	99	99	IYRF	UGSL	9	9	1	2000	1	3	1	IYRF	I
5	21-Apr-16	7	Red	w	0	1.1555	99	99	UFCM	IGWB	99	99	2	650	1	3	1	UFCM	F
5	21-Apr-16	8	Red	t	1	0.9132	99	99	UVTF	MAIL	999	999	3	2000	1	3	1	UVTF	T
5	21-Apr-16	9	Red	b	0	1.0563	99	99	LSCI	NKBF	9999	9999	4	650	1	3	1	LSCI	I
5	21-Apr-16	10	Red	r	1	0.8564	99	99	HCRY	ZENG	999	999	3	650	1	3	1	HCRY	R
5	21-Apr-16	11	Red	v	0	8.6062	99	99	YKQL	RUJV	99	99	2	650	1	3	1	YKQL	K
5	21-Apr-16	12	Red	a	1	1.1545	99	99	EGZA	XYUV	9999	9999	4	2000	1	3	1	EGZA	A
5	21-Apr-16	13	Red	m	1	1.2164	99	99	IDFM	TSZU	9999	9999	4	650	1	3	1	IDFM	M
5	21-Apr-16	14	Red	j	1	1.183	99	99	JLYD	RFAP	9	9	1	650	1	3	1	JLYD	J
5	21-Apr-16	15	Red	a	1	1.3059	99	99	AQTF	WVMU	9	9	1	2000	1	3	1	AQTF	A
5	21-Apr-16	16	Red	c	1	1.519	99	99	CNZS	KOMP	9	9	1	650	1	3	1	CNZS	C
5	21-Apr-16	17	Red	d	1	1.4537	99	99	ODBK	TANF	99	99	2	2000	1	3	1	ODBK	D
5	21-Apr-16	18	Red	b	1	1.5548	99	99	IKNB	ACMH	9999	9999	4	2000	1	3	1	IKNB	B
5	21-Apr-16	19	Red	b	0	6.5517	99	99	DOJM	XGLT	9	9	1	2000	1	3	1	DOJM	D
5	21-Apr-16	20	Red	f	0	1.6976	99	99	PFRA	ZDQC	999	999	3	650	1	3	1	PFRA	R
5	21-Apr-16	21	Red	s	1	0.8656	99	99	YSHJ	UXGR	99	99	2	650	1	3	1	YSHJ	S
5	21-Apr-16	22	Red	l	1	0.9085	99	99	KGIL	ZMQR	9999	9999	4	2000	1	3	1	KGIL	L
5	21-Apr-16	23	Red	h	1	1.1454	99	99	YHSV	XUOG	99	99	2	2000	1	3	1	YHSV	H
5	21-Apr-16	24	Red	k	1	0.9662	99	99	IKWD	FXUH	99	99	2	2000	1	3	1	IKWD	K
5	21-Apr-16	25	Red	y	1	0.4679	99	99	WEYN	DCBQ	999	999	3	2000	1	3	1	WEYN	Y
5	21-Apr-16	26	Red	i	1	1.0301	99	99	IGWL	NFJY	9	9	1	650	1	3	1	IGWL	I
5	21-Apr-16	27	Red	z	0	0.9905	99	99	ZTUA	KOYF	999	999	3	650	1	3	1	ZTUA	U
5	21-Apr-16	28	Red	f	1	1.0041	99	99	UTFS	JGOW	999	999	3	2000	1	3	1	UTFS	F
5	21-Apr-16	29	Red	i	1	0.9824	99	99	PIOJ	AXMC	99	99	2	2000	1	3	1	PIOJ	I
5	21-Apr-16	30	Red	l	1	1.5048	99	99	JMLR	GSIH	999	999	3	650	1	3	1	JMLR	L
5	21-Apr-16	31	Red	d	1	0.8237	99	99	DQYT	KNIC	9	9	1	2000	1	3	1	DQYT	D
5	21-Apr-16	32	Red	o	1	0.9203	99	99	XAOR	YMTS	999	999	3	2000	1	3	1	XAOR	O
5	21-Apr-16	1	Blue	y	1	0.8285	99	99	YPKC	BHZA	9	9	1	2000	1	3	1	YPKC	Y
5	21-Apr-16	2	Blue	x	1	0.368	99	99	DASX	NLRE	9999	9999	4	2000	1	3	1	DASX	X
5	21-Apr-16	3	Blue	l	0	1.2893	99	99	PIHX	OAUW	99	99	2	2000	1	3	1	PIHX	I
5	21-Apr-16	4	Blue	v	0	2.7347	99	99	HDIX	KVRN	99	99	2	650	1	3	1	HDIX	D
5	21-Apr-16	5	Blue	p	0	4.8847	99	99	PWMQ	TLAU	999	999	3	650	1	3	1	PWMQ	M
5	21-Apr-16	6	Blue	t	0	7.0699	99	99	OLGS	KCBV	9	9	1	2000	1	3	1	OLGS	O
5	21-Apr-16	7	Blue	z	0	0.899	99	99	ZGIQ	USKR	99	99	2	650	1	3	1	ZGIQ	G
5	21-Apr-16	8	Blue	y	1	0.9682	99	99	KYFG	AQUV	99	99	2	650	1	3	1	KYFG	Y
5	21-Apr-16	9	Blue	g	1	0.9535	99	99	GQMO	ZVSA	9	9	1	2000	1	3	1	GQMO	G
5	21-Apr-16	10	Blue	p	1	0.8242	99	99	BKMP	JFIR	9999	9999	4	2000	1	3	1	BKMP	P
5	21-Apr-16	11	Blue	v	0	0.4989	99	99	LUCH	BTFV	9999	9999	4	2000	1	3	1	LUCH	H
5	21-Apr-16	12	Blue	u	1	0.818	99	99	JTBU	VNIX	9999	9999	4	2000	1	3	1	JTBU	U
5	21-Apr-16	13	Blue	u	0	2.021	99	99	NGIO	PHSL	9999	9999	4	650	1	3	1	NGIO	O
5	21-Apr-16	14	Blue	x	1	0.7145	99	99	UXEQ	LVRG	99	99	2	2000	1	3	1	UXEQ	X
5	21-Apr-16	15	Blue	j	1	0.9169	99	99	JSXD	YMVU	9	9	1	650	1	3	1	JSXD	J
5	21-Apr-16	16	Blue	w	1	0.6903	99	99	NTWV	ISBX	999	999	3	2000	1	3	1	NTWV	W
5	21-Apr-16	17	Blue	d	1	1.1253	99	99	DRQB	WHIC	9	9	1	650	1	3	1	DRQB	D
5	21-Apr-16	18	Blue	o	0	1.2999	99	99	LEOC	HFPN	9999	9999	4	650	1	3	1	LEOC	C
5	21-Apr-16	19	Blue	z	1	1.5943	99	99	ZQPD	SXHK	9	9	1	650	1	3	1	ZQPD	Z
5	21-Apr-16	20	Blue	t	0	0.8558	99	99	JQNW	FTRG	999	999	3	650	1	3	1	JQNW	N
5	21-Apr-16	21	Blue	f	1	0.832	99	99	SBFR	CITN	999	999	3	2000	1	3	1	SBFR	F
5	21-Apr-16	22	Blue	o	1	1.0088	99	99	GVOS	YDCK	999	999	3	2000	1	3	1	GVOS	O
5	21-Apr-16	23	Blue	y	0	1.0597	99	99	XJUH	ISLY	99	99	2	2000	1	3	1	XJUH	J
5	21-Apr-16	24	Blue	y	0	0.8355	99	99	VHNI	KTFP	999	999	3	650	1	3	1	VHNI	N
5	21-Apr-16	25	Blue	t	0	1.4661	99	99	IHQO	TFUE	99	99	2	650	1	3	1	IHQO	H
5	21-Apr-16	26	Blue	o	0	1.003	99	99	QRCA	BMEZ	9	9	1	650	1	3	1	QRCA	Q
5	21-Apr-16	27	Blue	o	0	1.0101	99	99	QBZR	UEST	9	9	1	2000	1	3	1	QBZR	Q
5	21-Apr-16	28	Blue	p	0	1.0789	99	99	IPQA	ERVG	999	999	3	2000	1	3	1	IPQA	Q
5	21-Apr-16	29	Blue	b	0	1.8545	99	99	IRMH	ZWUB	9999	9999	4	650	1	3	1	IRMH	H
5	21-Apr-16	30	Blue	d	1	0.7809	99	99	IOZD	WAKF	9999	9999	4	650	1	3	1	IOZD	D
5	21-Apr-16	31	Blue	m	0	1.2785	99	99	TMBL	HKXU	999	999	3	650	1	3	1	TMBL	B
5	21-Apr-16	32	Blue	t	0	2.1195	99	99	VSQM	IOTY	99	99	2	2000	1	3	1	VSQM	S
5	21-Apr-16	1	Red	d	0	0.4178	M	D	VUMK	HWDA	rrr	bbb	3	650	1	6	0	99	99
5	21-Apr-16	2	Red	l	1	0.7935	Y	L	XHJY	CWBL	bbbb	rrrr	4	650	1	6	0	99	99
5	21-Apr-16	3	Red	n	1	1.1216	N	J	NQDY	JHTW	r	b	1	2000	1	6	0	99	99
5	21-Apr-16	4	Red	e	1	0.8384	E	I	AEUR	ZIYW	br	rb	2	2000	1	6	0	99	99
5	21-Apr-16	5	Red	b	1	1.0772	B	C	VNBK	YJCA	rbr	brb	3	650	1	6	0	99	99
5	21-Apr-16	6	Red	l	1	0.8791	G	L	EAGP	WTLS	rrb	bbr	3	2000	1	6	0	99	99
5	21-Apr-16	7	Red	d	1	0.8758	O	D	MOGR	YDHC	bb	rr	2	650	1	6	0	99	99
5	21-Apr-16	8	Red	o	1	0.7561	O	Q	MESO	NIJQ	bbrr	rrbb	4	2000	1	6	0	99	99
5	21-Apr-16	9	Red	i	1	1.1009	I	T	IUOK	TAXC	r	b	1	2000	1	6	0	99	99
5	21-Apr-16	10	Red	k	1	0.8782	F	K	ERMF	PQGK	rrbb	bbrr	4	2000	1	6	0	99	99
5	21-Apr-16	11	Red	a	1	1.2232	O	A	DBOR	QGAV	rbb	brr	3	2000	1	6	0	99	99
5	21-Apr-16	12	Red	w	1	1.6711	N	W	VNOD	BWHG	rb	br	2	650	1	6	0	99	99
5	21-Apr-16	13	Red	p	0	1.2732	O	W	EROM	CPWJ	rrr	bbb	3	650	1	6	0	99	99
5	21-Apr-16	14	Red	a	1	0.9101	A	Y	IJFA	XHVY	rrrr	bbbb	4	2000	1	6	0	99	99
5	21-Apr-16	15	Red	h	1	0.804	H	L	TXJH	EPSL	bbrr	rrbb	4	650	1	6	0	99	99
5	21-Apr-16	16	Red	g	1	0.9137	G	I	GTUY	IWEK	r	b	1	2000	1	6	0	99	99
5	21-Apr-16	17	Red	i	1	0.9561	I	K	DOYI	MBSK	rrrr	bbbb	4	2000	1	6	0	99	99
5	21-Apr-16	18	Red	j	1	1.0391	I	J	KPIN	URJQ	brb	rbr	3	2000	1	6	0	99	99
5	21-Apr-16	19	Red	k	1	0.8868	U	K	GUPY	FKRJ	bb	rr	2	2000	1	6	0	99	99
5	21-Apr-16	20	Red	b	1	1.2763	W	B	WUJC	BHKM	b	r	1	650	1	6	0	99	99
5	21-Apr-16	21	Red	o	1	1.3948	O	Q	OXEJ	QKNM	r	b	1	2000	1	6	0	99	99
5	21-Apr-16	22	Red	w	0	1.0527	K	M	GKHS	AMFL	bb	rr	2	650	1	6	0	99	99
5	21-Apr-16	23	Red	f	1	0.7957	R	F	RMYT	FBWO	b	r	1	650	1	6	0	99	99
5	21-Apr-16	24	Red	s	1	0.5245	S	F	VQSZ	PIFC	brr	rbb	3	650	1	6	0	99	99
