SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftLetters	rightLetters	leftColors	rightColors	trainLength	TOA	Mask	SOA	centralized	centerLetters	centerTargetLetter	
5	21-Apr-2016	   1	Red	o	1	0.9498	99	99	CFPO	DEYT	9999	9999	4	650	1	3	1	CFPO	O	
5	21-Apr-2016	   2	Red	r	0	0.9533	99	99	JTBX	KHRI	9999	9999	4	650	1	3	1	JTBX	X	
5	21-Apr-2016	   3	Red	k	1	0.8567	99	99	ZFKU	BVNA	999	999	3	2000	1	3	1	ZFKU	K	
5	21-Apr-2016	   4	Red	t	1	1.1841	99	99	NTCU	ZJWE	99	99	2	2000	1	3	1	NTCU	T	
5	21-Apr-2016	   5	Red	a	1	0.9098	99	99	BJMA	CZLS	9999	9999	4	2000	1	3	1	BJMA	A	
5	21-Apr-2016	   6	Red	b	1	0.9949	99	99	RBJS	AIZF	99	99	2	2000	1	3	1	RBJS	B	
5	21-Apr-2016	   7	Red	e	1	2.2432	99	99	EIOC	HTWB	9	9	1	650	1	3	1	EIOC	E	
5	21-Apr-2016	   8	Red	r	1	1.2104	99	99	SNRK	JZOF	999	999	3	650	1	3	1	SNRK	R	
5	21-Apr-2016	   9	Red	d	1	1.1386	99	99	DGBO	LNJV	9	9	1	2000	1	3	1	DGBO	D	
5	21-Apr-2016	  10	Red	s	1	1.0543	99	99	SEPU	LOTD	9	9	1	2000	1	3	1	SEPU	S	
5	21-Apr-2016	  11	Red	r	1	1.1478	99	99	RBTP	AOCJ	9	9	1	2000	1	3	1	RBTP	R	
5	21-Apr-2016	  12	Red	e	1	0.7729	99	99	RAKE	MZBC	9999	9999	4	2000	1	3	1	RAKE	E	
5	21-Apr-2016	  13	Red	v	1	0.8563	99	99	ZQIV	KPAU	9999	9999	4	650	1	3	1	ZQIV	V	
5	21-Apr-2016	  14	Red	c	1	0.9588	99	99	OYCT	SMKD	999	999	3	650	1	3	1	OYCT	C	
5	21-Apr-2016	  15	Red	d	1	0.7557	99	99	JXDM	WPCB	999	999	3	2000	1	3	1	JXDM	D	
5	21-Apr-2016	  16	Red	s	0	0.9608	99	99	FARE	NJPS	9999	9999	4	650	1	3	1	FARE	E	
5	21-Apr-2016	  17	Red	j	1	0.8214	99	99	RDJQ	UGVI	999	999	3	2000	1	3	1	RDJQ	J	
5	21-Apr-2016	  18	Red	k	0	1.4923	99	99	SFJZ	OVKC	99	99	2	650	1	3	1	SFJZ	F	
5	21-Apr-2016	  19	Red	e	1	1.2212	99	99	PEMI	RHGV	99	99	2	650	1	3	1	PEMI	E	
