SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftLetters	rightLetters	leftColors	rightColors	trainLength	TOA	Mask	SOA	centralized	centerLetters	centerTargetLetter	
23	12-May-2016	   1	Red	p	1	0.7948	99	99	PXBG	JSYH	9	9	1	2000	1	3	1	PXBG	P	
23	12-May-2016	   2	Red	g	1	1.2027	99	99	GKUR	QMHV	9	9	1	2000	1	3	1	GKUR	G	
23	12-May-2016	   3	Red	q	1	1.7066	99	99	QMYZ	ABKU	9	9	1	650	1	3	1	QMYZ	Q	
23	12-May-2016	   4	Red	u	1	1.2639	99	99	OXTU	NWEM	9999	9999	4	2000	1	3	1	OXTU	U	
23	12-May-2016	   5	Red	t	0	2.4081	99	99	DCFH	RJUW	99	99	2	2000	1	3	1	DCFH	C	
23	12-May-2016	   6	Red	f	1	1.2839	99	99	LQJF	AODZ	9999	9999	4	650	1	3	1	LQJF	F	
23	12-May-2016	   7	Red	g	1	1.2817	99	99	GKQI	PYAX	9	9	1	2000	1	3	1	GKQI	G	
23	12-May-2016	   8	Red	v	0	1.7298	99	99	VIQN	ZSGK	99	99	2	650	1	3	1	VIQN	I	
23	12-May-2016	   9	Red	y	1	1.2324	99	99	YLND	MVJA	9	9	1	2000	1	3	1	YLND	Y	
23	12-May-2016	  10	Red	r	0	1.1064	99	99	RBLH	OWVD	999	999	3	650	1	3	1	RBLH	L	
23	12-May-2016	  11	Red	w	1	1.2831	99	99	FKAW	URXN	9999	9999	4	2000	1	3	1	FKAW	W	
23	12-May-2016	  12	Red	p	0	1.2942	99	99	TIGH	WRSO	9999	9999	4	2000	1	3	1	TIGH	H	
23	12-May-2016	  13	Red	l	1	1.0705	99	99	TLQN	VHZC	99	99	2	2000	1	3	1	TLQN	L	
23	12-May-2016	  14	Red	c	0	1.2282	99	99	CDGF	TZXS	99	99	2	650	1	3	1	CDGF	D	
23	12-May-2016	  15	Red	a	0	1.2307	99	99	AWXB	DMGE	999	999	3	650	1	3	1	AWXB	X	
23	12-May-2016	  16	Red	k	1	1.2594	99	99	VNKZ	GRLB	999	999	3	2000	1	3	1	VNKZ	K	
23	12-May-2016	  17	Red	w	0	1.3174	99	99	WAVY	XONU	999	999	3	650	1	3	1	WAVY	V	
23	12-May-2016	  18	Red	f	0	1.2607	99	99	MFVI	XSWQ	999	999	3	650	1	3	1	MFVI	V	
23	12-May-2016	  19	Red	e	1	1.5667	99	99	ZHRE	LQFN	9999	9999	4	650	1	3	1	ZHRE	E	
23	12-May-2016	  20	Red	n	1	1.3809	99	99	WNQD	YORG	99	99	2	650	1	3	1	WNQD	N	
23	12-May-2016	  21	Red	x	1	1.5532	99	99	PXKT	FHJY	99	99	2	2000	1	3	1	PXKT	X	
23	12-May-2016	  22	Red	k	1	1.7660	99	99	KGWV	SCDB	9	9	1	650	1	3	1	KGWV	K	
23	12-May-2016	  23	Red	c	0	1.0697	99	99	CZIU	TMBH	9999	9999	4	650	1	3	1	CZIU	U	
23	12-May-2016	  24	Red	a	1	1.4000	99	99	SVAX	ETMR	999	999	3	2000	1	3	1	SVAX	A	
23	12-May-2016	  25	Red	l	1	1.4267	99	99	LVHB	CTSE	9	9	1	650	1	3	1	LVHB	L	
23	12-May-2016	  26	Red	k	1	1.4898	99	99	KQFZ	TPGN	9	9	1	650	1	3	1	KQFZ	K	
23	12-May-2016	  27	Red	w	1	1.3159	99	99	YWRJ	GMKB	99	99	2	2000	1	3	1	YWRJ	W	
23	12-May-2016	  28	Red	b	0	1.2527	99	99	TXGK	YRJS	9999	9999	4	650	1	3	1	TXGK	K	
23	12-May-2016	  29	Red	x	0	1.3439	99	99	RXQU	ZGNC	999	999	3	2000	1	3	1	RXQU	Q	
23	12-May-2016	  30	Red	k	0	1.4373	99	99	KOTN	VERB	99	99	2	650	1	3	1	KOTN	O	
23	12-May-2016	  31	Red	p	1	1.2260	99	99	CIXP	NRBT	9999	9999	4	2000	1	3	1	CIXP	P	
23	12-May-2016	  32	Red	b	1	1.5577	99	99	JHBD	QENZ	999	999	3	2000	1	3	1	JHBD	B	
23	12-May-2016	   1	Blue	w	1	1.1102	99	99	IWOL	DHRE	99	99	2	2000	1	3	1	IWOL	W	
23	12-May-2016	   2	Blue	u	1	0.9174	99	99	LPEU	VQIZ	9999	9999	4	2000	1	3	1	LPEU	U	
23	12-May-2016	   3	Blue	z	0	1.2942	99	99	ZAXS	IKJE	9999	9999	4	650	1	3	1	ZAXS	S	
23	12-May-2016	   4	Blue	v	1	1.0601	99	99	BVTO	CDXM	99	99	2	2000	1	3	1	BVTO	V	
23	12-May-2016	   5	Blue	g	1	1.2986	99	99	GDFY	LQES	9	9	1	2000	1	3	1	GDFY	G	
23	12-May-2016	   6	Blue	z	0	1.0280	99	99	ZFWC	NQRB	9999	9999	4	650	1	3	1	ZFWC	C	
23	12-May-2016	   7	Blue	m	1	1.1318	99	99	MPFH	DVBJ	9	9	1	2000	1	3	1	MPFH	M	
23	12-May-2016	   8	Blue	k	1	1.1144	99	99	WUKS	YDHI	999	999	3	2000	1	3	1	WUKS	K	
23	12-May-2016	   9	Blue	j	0	1.0334	99	99	JFVP	HWEL	999	999	3	650	1	3	1	JFVP	V	
23	12-May-2016	  10	Blue	f	1	1.1925	99	99	FIDJ	EZRC	9	9	1	650	1	3	1	FIDJ	F	
23	12-May-2016	  11	Blue	g	1	1.1450	99	99	GCUJ	ILSZ	9	9	1	650	1	3	1	GCUJ	G	
23	12-May-2016	  12	Blue	a	0	1.1103	99	99	AHSE	NZWP	99	99	2	650	1	3	1	AHSE	H	
23	12-May-2016	  13	Blue	c	1	1.1541	99	99	CZMY	JVWD	9	9	1	2000	1	3	1	CZMY	C	
23	12-May-2016	  14	Blue	b	1	1.0073	99	99	WHBP	ROCZ	999	999	3	2000	1	3	1	WHBP	B	
23	12-May-2016	  15	Blue	t	0	1.0035	99	99	TLBG	CUDF	9999	9999	4	650	1	3	1	TLBG	G	
23	12-May-2016	  16	Blue	m	0	1.1552	99	99	MQNR	COYK	99	99	2	650	1	3	1	MQNR	Q	
23	12-May-2016	  17	Blue	f	1	0.9714	99	99	TNFL	XYPA	999	999	3	2000	1	3	1	TNFL	F	
23	12-May-2016	  18	Blue	l	1	1.1356	99	99	SMLD	NZEO	999	999	3	2000	1	3	1	SMLD	L	
23	12-May-2016	  19	Blue	n	0	0.9017	99	99	NMGW	SOPL	999	999	3	650	1	3	1	NMGW	G	
23	12-May-2016	  20	Blue	x	1	1.1008	99	99	VKOX	HGED	9999	9999	4	650	1	3	1	VKOX	X	
23	12-May-2016	  21	Blue	n	0	1.5458	99	99	NOUM	HTKQ	99	99	2	650	1	3	1	NOUM	O	
23	12-May-2016	  22	Blue	b	1	1.0893	99	99	ZBQO	KVSE	99	99	2	2000	1	3	1	ZBQO	B	
23	12-May-2016	  23	Blue	h	0	1.2545	99	99	HEAF	SCTJ	99	99	2	650	1	3	1	HEAF	E	
23	12-May-2016	  24	Blue	p	1	1.1420	99	99	PERM	KZJO	9	9	1	650	1	3	1	PERM	P	
23	12-May-2016	  25	Blue	u	1	1.0328	99	99	UPNF	ECTV	9	9	1	2000	1	3	1	UPNF	U	
23	12-May-2016	  26	Blue	a	1	1.3688	99	99	YAKW	XCED	99	99	2	2000	1	3	1	YAKW	A	
23	12-May-2016	  27	Blue	s	1	1.1064	99	99	NDKS	WEGI	9999	9999	4	2000	1	3	1	NDKS	S	
23	12-May-2016	  28	Blue	p	1	1.3042	99	99	WYPT	JLQS	999	999	3	650	1	3	1	WYPT	P	
23	12-May-2016	  29	Blue	s	1	1.2471	99	99	SWOJ	IZGN	9	9	1	650	1	3	1	SWOJ	S	
23	12-May-2016	  30	Blue	y	0	1.2099	99	99	LQYI	FDCE	9999	9999	4	2000	1	3	1	LQYI	I	
23	12-May-2016	  31	Blue	s	1	1.0484	99	99	KJZS	LXYM	9999	9999	4	2000	1	3	1	KJZS	S	
23	12-May-2016	  32	Blue	b	0	2.0165	99	99	NILE	DPRG	999	999	3	650	1	3	1	NILE	L	
23	12-May-2016	   1	Red	l	1	0.9537	99	99	ZSAL	MDYK	9999	9999	4	650	1	3	1	ZSAL	L	
23	12-May-2016	   2	Red	s	1	1.1371	99	99	SCNV	HTYF	9	9	1	650	1	3	1	SCNV	S	
23	12-May-2016	   3	Red	b	1	1.0567	99	99	LBWC	RKAQ	99	99	2	2000	1	3	1	LBWC	B	
23	12-May-2016	   4	Red	d	1	1.0207	99	99	DWLT	HPAO	9	9	1	650	1	3	1	DWLT	D	
23	12-May-2016	   5	Red	f	0	1.0019	99	99	VFRY	EGDN	999	999	3	2000	1	3	1	VFRY	R	
23	12-May-2016	   6	Red	g	1	1.6482	99	99	GMAZ	KEYS	9	9	1	650	1	3	1	GMAZ	G	
23	12-May-2016	   7	Red	z	1	1.0740	99	99	ZOWN	PCKS	9	9	1	2000	1	3	1	ZOWN	Z	
23	12-May-2016	   8	Red	r	1	1.5116	99	99	RJCF	IWYV	9	9	1	650	1	3	1	RJCF	R	
23	12-May-2016	   9	Red	j	1	1.1762	99	99	EHJN	IWGV	999	999	3	650	1	3	1	EHJN	J	
23	12-May-2016	  10	Red	o	0	1.1662	99	99	WMQJ	AOPC	999	999	3	2000	1	3	1	WMQJ	Q	
23	12-May-2016	  11	Red	p	0	1.1558	99	99	PIQD	VGUO	9999	9999	4	650	1	3	1	PIQD	D	
23	12-May-2016	  12	Red	l	1	1.2681	99	99	OHTL	DYUW	9999	9999	4	2000	1	3	1	OHTL	L	
23	12-May-2016	  13	Red	k	1	1.1083	99	99	PKYJ	NUSR	99	99	2	2000	1	3	1	PKYJ	K	
23	12-May-2016	  14	Red	f	0	0.8984	99	99	FPKD	MGUJ	999	999	3	650	1	3	1	FPKD	K	
23	12-May-2016	  15	Red	x	0	1.0417	99	99	XURD	HVKB	9999	9999	4	650	1	3	1	XURD	D	
23	12-May-2016	  16	Red	v	1	1.0276	99	99	SZVH	JLKA	999	999	3	2000	1	3	1	SZVH	V	
23	12-May-2016	  17	Red	a	0	0.9711	99	99	YSXQ	LRKA	9	9	1	2000	1	3	1	YSXQ	Y	
23	12-May-2016	  18	Red	j	1	1.2015	99	99	KLOJ	WAGT	9999	9999	4	2000	1	3	1	KLOJ	J	
23	12-May-2016	  19	Red	b	1	1.5218	99	99	KAPB	JHXL	9999	9999	4	2000	1	3	1	KAPB	B	
23	12-May-2016	  20	Red	n	0	1.0148	99	99	NJSH	TIDY	99	99	2	650	1	3	1	NJSH	J	
23	12-May-2016	  21	Red	o	1	1.0391	99	99	OKAB	WJEM	9	9	1	2000	1	3	1	OKAB	O	
23	12-May-2016	  22	Red	l	0	1.4308	99	99	LIOK	QZMW	99	99	2	2000	1	3	1	LIOK	I	
23	12-May-2016	  23	Red	p	0	1.0348	99	99	PUXB	VDMJ	99	99	2	650	1	3	1	PUXB	U	
23	12-May-2016	  24	Red	c	0	1.2188	99	99	XCNZ	MVFL	999	999	3	650	1	3	1	XCNZ	N	
23	12-May-2016	  25	Red	d	1	1.0890	99	99	GCID	HFKV	9999	9999	4	2000	1	3	1	GCID	D	
23	12-May-2016	  26	Red	i	1	1.1270	99	99	UIZW	RXEQ	99	99	2	650	1	3	1	UIZW	I	
23	12-May-2016	  27	Red	a	1	0.8623	99	99	ECAJ	NKGL	999	999	3	650	1	3	1	ECAJ	A	
23	12-May-2016	  28	Red	o	0	1.1007	99	99	QIOS	ZPLK	9999	9999	4	650	1	3	1	QIOS	S	
23	12-May-2016	  29	Red	q	0	1.0521	99	99	QIFT	AXLN	99	99	2	650	1	3	1	QIFT	I	
23	12-May-2016	  30	Red	j	1	1.0214	99	99	ZNJB	ASEL	999	999	3	2000	1	3	1	ZNJB	J	
23	12-May-2016	  31	Red	l	1	1.1653	99	99	LVYD	ITXQ	9	9	1	2000	1	3	1	LVYD	L	
23	12-May-2016	  32	Red	w	1	1.0419	99	99	LWVS	GQJC	99	99	2	2000	1	3	1	LWVS	W	
23	12-May-2016	   1	Blue	r	1	1.1808	99	99	REND	IKYX	9	9	1	650	1	3	1	REND	R	
23	12-May-2016	   2	Blue	s	1	1.1056	99	99	NDSU	VBKF	999	999	3	2000	1	3	1	NDSU	S	
23	12-May-2016	   3	Blue	e	1	1.0550	99	99	EGIP	USTR	9	9	1	2000	1	3	1	EGIP	E	
23	12-May-2016	   4	Blue	j	0	0.9170	99	99	JUCF	VPMY	99	99	2	650	1	3	1	JUCF	U	
