SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftLetters	rightLetters	leftColors	rightColors	trainLength	TOA	Mask	SOA	centralized	centerLetters	centerTargetLetter	
26	17-May-2016	   1	Blue	d	1	1.3259	J	D	GJMR	HDES	rr	bb	2	2000	1	6	0	99	99	
26	17-May-2016	   2	Blue	b	0	0.8521	J	I	TJYX	FIEP	rb	br	2	2000	1	6	0	99	99	
26	17-May-2016	   3	Blue	k	1	1.4423	P	K	PGLZ	KRBS	r	b	1	2000	1	6	0	99	99	
26	17-May-2016	   4	Blue	w	0	1.6114	R	M	TJRL	GYMP	rrr	bbb	3	650	1	6	0	99	99	
26	17-May-2016	   5	Blue	b	0	1.1921	J	A	XJGO	CARD	rr	bb	2	650	1	6	0	99	99	
26	17-May-2016	   6	Blue	w	1	1.1848	W	C	WGHV	CEDF	b	r	1	2000	1	6	0	99	99	
26	17-May-2016	   7	Blue	g	0	3.3859	T	I	TYRN	IWLC	r	b	1	650	1	6	0	99	99	
26	17-May-2016	   8	Blue	q	0	1.2106	O	D	QYVO	GFSD	rbrr	brbb	4	650	1	6	0	99	99	
26	17-May-2016	   9	Blue	v	1	1.0934	V	K	TYBV	EAPK	bbrb	rrbr	4	650	1	6	0	99	99	
26	17-May-2016	  10	Blue	d	1	1.5839	D	Y	UEND	GFQY	rrbb	bbrr	4	2000	1	6	0	99	99	
26	17-May-2016	  11	Blue	w	0	2.3645	E	U	KEDA	QUJP	br	rb	2	650	1	6	0	99	99	
26	17-May-2016	  12	Blue	a	0	1.7586	Y	X	DSYN	BAXO	brb	rbr	3	650	1	6	0	99	99	
26	17-May-2016	  13	Blue	w	0	2.4728	H	G	FCSH	WVMG	bbrb	rrbr	4	2000	1	6	0	99	99	
26	17-May-2016	  14	Blue	x	0	1.8562	S	F	ZKSC	WUFY	bbr	rrb	3	650	1	6	0	99	99	
26	17-May-2016	  15	Blue	g	0	2.0654	T	V	MTQE	PVGN	br	rb	2	650	1	6	0	99	99	
26	17-May-2016	  16	Blue	x	0	1.3595	I	S	KXTI	GVMS	brbb	rbrr	4	650	1	6	0	99	99	
26	17-May-2016	  17	Blue	q	0	2.3480	N	M	NVPA	MQSJ	r	b	1	650	1	6	0	99	99	
26	17-May-2016	  18	Blue	e	1	1.4709	B	E	HIBQ	KYEO	rbr	brb	3	2000	1	6	0	99	99	
26	17-May-2016	  19	Blue	y	1	1.1220	Y	G	BAYV	UKGC	bbb	rrr	3	2000	1	6	0	99	99	
26	17-May-2016	  20	Blue	t	0	2.2399	Y	T	SYXG	VTHU	rb	br	2	2000	1	6	0	99	99	
26	17-May-2016	  21	Blue	l	1	1.3527	L	U	MRKL	YESU	bbbb	rrrr	4	2000	1	6	0	99	99	
26	17-May-2016	  22	Blue	p	0	9.4449	W	R	WNZS	RGLU	b	r	1	650	1	6	0	99	99	
